Order ID,Order Date,Month,Customer ID,Region,Channel,Category,Product,Quantity,Unit Price,Unit Cost,Discount,Revenue,Cost,Profit,Rating,Returned
ORD-01661,2024-06-11,2024-06,CUS-0044,Wales,Marketplace,Home,Air Fryer,4,120.63,69,0.1,434.27,276,158.27,5,No
ORD-01079,2024-06-11,2024-06,CUS-0591,Scotland,Marketplace,Fashion,Winter Jacket,2,93.27,46,0,186.54,92,94.54,3.7,No
ORD-00599,2024-06-12,2024-06,CUS-0179,Wales,Online,Sports,Yoga Mat,5,30.67,12,0.05,145.68,60,85.68,4.3,No
ORD-00519,2024-06-13,2024-06,CUS-0594,Midlands,Online,Fashion,Winter Jacket,2,96.33,46,0,192.66,92,100.66,4.3,No
ORD-01382,2024-06-14,2024-06,CUS-0522,Midlands,Marketplace,Electronics,Wireless Headphones,4,91.91,48,0,367.64,192,175.64,3.7,No
ORD-00363,2024-06-15,2024-06,CUS-0448,North West,Online,Beauty,Skin Care Set,1,46.65,18,0.1,41.99,18,23.99,4.9,No
ORD-01147,2024-06-16,2024-06,CUS-0053,London,Store,Electronics,Smart Watch,2,161.88,92,0,323.76,184,139.76,3.8,No
ORD-01142,2024-06-16,2024-06,CUS-0055,Midlands,Store,Books,Business Intelligence Guide,4,33.92,12,0.1,122.11,48,74.11,3.4,No
ORD-00274,2024-06-16,2024-06,CUS-0220,South West,Marketplace,Electronics,Wireless Headphones,2,86.81,48,0.05,164.94,96,68.94,4.8,No
ORD-00215,2024-06-16,2024-06,CUS-0312,North West,Store,Books,Business Intelligence Guide,4,35.18,12,0.2,112.58,48,64.58,3.4,No
ORD-01227,2024-06-16,2024-06,CUS-0309,South West,Online,Sports,Fitness Tracker,4,53.07,27,0,212.28,108,104.28,3.5,No
ORD-00039,2024-06-16,2024-06,CUS-0187,London,Store,Home,Desk Lamp,2,36.56,17,0,73.12,34,39.12,3.9,No
ORD-01503,2024-06-17,2024-06,CUS-0019,South East,Store,Electronics,Wireless Headphones,1,90.75,48,0.2,72.6,48,24.6,4.8,Yes
ORD-01318,2024-06-17,2024-06,CUS-0317,North West,Store,Beauty,Skin Care Set,3,47.07,18,0.05,134.15,54,80.15,3.7,No
ORD-01349,2024-06-17,2024-06,CUS-0177,North West,Marketplace,Electronics,Smart Watch,2,155.54,92,0,311.08,184,127.08,3.5,No
ORD-00063,2024-06-18,2024-06,CUS-0114,Wales,Online,Books,Data Analytics Handbook,2,39.9,14,0,79.8,28,51.8,3.6,No
ORD-01243,2024-06-18,2024-06,CUS-0569,London,Marketplace,Sports,Yoga Mat,2,30.38,12,0.15,51.65,24,27.65,4.4,Yes
ORD-01144,2024-06-19,2024-06,CUS-0237,London,Store,Home,Air Fryer,5,118.3,69,0.1,532.35,345,187.35,3.5,No
ORD-01034,2024-06-19,2024-06,CUS-0574,North East,Marketplace,Fashion,Winter Jacket,3,95.92,46,0,287.76,138,149.76,3.4,No
ORD-00548,2024-06-19,2024-06,CUS-0165,South East,Online,Fashion,Winter Jacket,2,92.33,46,0.15,156.96,92,64.96,4.2,No
ORD-01779,2024-06-21,2024-06,CUS-0150,North West,Online,Sports,Yoga Mat,2,31.21,12,0.2,49.94,24,25.94,5,No
ORD-01659,2024-06-21,2024-06,CUS-0364,London,Online,Electronics,Smart Watch,4,156.5,92,0.15,532.1,368,164.1,4.7,No
ORD-01325,2024-06-21,2024-06,CUS-0192,North West,Marketplace,Fashion,Winter Jacket,4,93.08,46,0.1,335.09,184,151.09,3.7,No
ORD-01175,2024-06-22,2024-06,CUS-0573,Wales,Store,Fashion,Classic Trainers,3,69.78,32,0.15,177.94,96,81.94,3.6,No
ORD-01624,2024-06-22,2024-06,CUS-0339,London,Online,Sports,Fitness Tracker,2,57.07,27,0,114.14,54,60.14,3.3,No
ORD-01558,2024-06-22,2024-06,CUS-0381,South East,Marketplace,Sports,Yoga Mat,2,28.97,12,0.05,55.04,24,31.04,4.8,No
ORD-00093,2024-06-22,2024-06,CUS-0428,London,Store,Sports,Yoga Mat,5,30.42,12,0.1,136.89,60,76.89,4.5,No
ORD-01341,2024-06-25,2024-06,CUS-0619,South East,Marketplace,Beauty,Hair Dryer,3,57.84,29,0,173.52,87,86.52,3.7,No
ORD-01654,2024-06-25,2024-06,CUS-0576,Wales,Store,Electronics,Smart Watch,4,153.19,92,0,612.76,368,244.76,4.1,No
ORD-00217,2024-06-26,2024-06,CUS-0157,South East,Store,Electronics,Smart Watch,2,156.09,92,0.1,280.96,184,96.96,3.8,No
ORD-01068,2024-06-26,2024-06,CUS-0511,Scotland,Marketplace,Sports,Yoga Mat,4,30.28,12,0.2,96.9,48,48.9,3.8,No
ORD-00172,2024-06-26,2024-06,CUS-0048,Scotland,Marketplace,Books,Data Analytics Handbook,3,40.37,14,0,121.11,42,79.11,3.3,Yes
ORD-01455,2024-06-26,2024-06,CUS-0143,South West,Store,Beauty,Hair Dryer,3,62.7,29,0.15,159.89,87,72.89,3.5,Yes
ORD-00288,2024-06-27,2024-06,CUS-0613,North West,Marketplace,Books,Data Analytics Handbook,5,39.05,14,0.15,165.96,70,95.96,4.1,No
ORD-00517,2024-06-27,2024-06,CUS-0126,South East,Online,Books,Data Analytics Handbook,4,40.54,14,0,162.16,56,106.16,4.2,No
ORD-00682,2024-06-27,2024-06,CUS-0224,South East,Online,Electronics,Wireless Headphones,3,88.52,48,0,265.56,144,121.56,4.1,No
ORD-00034,2024-06-27,2024-06,CUS-0438,North West,Marketplace,Fashion,Backpack,5,48.59,21,0.2,194.36,105,89.36,3.9,No
ORD-01777,2024-06-28,2024-06,CUS-0567,North West,Store,Sports,Running Shoes,5,77.59,38,0,387.95,190,197.95,3.3,No
ORD-00824,2024-06-28,2024-06,CUS-0262,Wales,Marketplace,Fashion,Classic Trainers,4,71.61,32,0.2,229.15,128,101.15,5,No
ORD-01163,2024-06-28,2024-06,CUS-0577,North West,Online,Sports,Fitness Tracker,5,55.4,27,0.05,263.15,135,128.15,4.2,Yes
ORD-00385,2024-06-28,2024-06,CUS-0521,North West,Marketplace,Home,Desk Lamp,4,35.24,17,0,140.96,68,72.96,4.9,No
ORD-01790,2024-06-29,2024-06,CUS-0503,Scotland,Online,Beauty,Skin Care Set,5,44.55,18,0.1,200.48,90,110.48,3.2,No
ORD-00950,2024-07-01,2024-07,CUS-0148,North West,Store,Fashion,Winter Jacket,2,97.77,46,0,195.54,92,103.54,3.9,Yes
ORD-00343,2024-07-02,2024-07,CUS-0133,North West,Marketplace,Books,Data Analytics Handbook,3,39.07,14,0,117.21,42,75.21,4,No
ORD-01117,2024-07-02,2024-07,CUS-0455,Scotland,Store,Fashion,Winter Jacket,1,96.5,46,0.2,77.2,46,31.2,3.3,No
ORD-00822,2024-07-03,2024-07,CUS-0222,Wales,Marketplace,Home,Coffee Maker,4,71.26,41,0.15,242.28,164,78.28,4.2,No
ORD-00349,2024-07-03,2024-07,CUS-0359,London,Store,Beauty,Hair Dryer,4,61.14,29,0.2,195.65,116,79.65,4.7,No
ORD-00834,2024-07-03,2024-07,CUS-0087,Scotland,Store,Beauty,Hair Dryer,2,59.03,29,0.05,112.16,58,54.16,3.5,No
ORD-01143,2024-07-03,2024-07,CUS-0422,South East,Marketplace,Sports,Yoga Mat,5,29.02,12,0,145.1,60,85.1,4.2,No
ORD-00829,2024-07-04,2024-07,CUS-0393,Scotland,Marketplace,Home,Air Fryer,3,115.32,69,0.2,276.77,207,69.77,5,No
ORD-01084,2024-07-04,2024-07,CUS-0373,North East,Store,Home,Desk Lamp,2,34.09,17,0.15,57.95,34,23.95,4.4,No
ORD-00799,2024-07-05,2024-07,CUS-0278,Wales,Marketplace,Fashion,Classic Trainers,5,71.08,32,0,355.4,160,195.4,4.4,No
ORD-01741,2024-07-06,2024-07,CUS-0030,London,Marketplace,Beauty,Hair Dryer,4,61.1,29,0,244.4,116,128.4,3.3,No
ORD-01070,2024-07-08,2024-07,CUS-0041,Midlands,Store,Electronics,Bluetooth Speaker,5,65.69,34,0.1,295.61,170,125.61,3.8,No
ORD-01730,2024-07-09,2024-07,CUS-0473,Midlands,Store,Books,Data Analytics Handbook,5,38.31,14,0,191.55,70,121.55,4.4,No
ORD-00098,2024-07-10,2024-07,CUS-0451,North East,Marketplace,Fashion,Winter Jacket,3,98.95,46,0,296.85,138,158.85,3.9,No
ORD-00912,2024-07-10,2024-07,CUS-0188,South West,Marketplace,Electronics,Bluetooth Speaker,2,62.19,34,0.1,111.94,68,43.94,4.8,No
ORD-01139,2024-07-11,2024-07,CUS-0418,London,Online,Fashion,Classic Trainers,5,72.64,32,0,363.2,160,203.2,3.5,No
ORD-00265,2024-07-11,2024-07,CUS-0526,Wales,Online,Electronics,Smart Watch,1,157.43,92,0.15,133.82,92,41.82,4.7,No
ORD-00444,2024-07-12,2024-07,CUS-0580,London,Marketplace,Fashion,Backpack,5,48.95,21,0,244.75,105,139.75,3.5,No
ORD-01358,2024-07-13,2024-07,CUS-0396,London,Online,Electronics,Smart Watch,3,160.73,92,0.1,433.97,276,157.97,5,No
ORD-00989,2024-07-13,2024-07,CUS-0208,South West,Online,Electronics,Wireless Headphones,3,88.73,48,0,266.19,144,122.19,5,No
ORD-00961,2024-07-13,2024-07,CUS-0158,Scotland,Marketplace,Fashion,Backpack,1,51.23,21,0,51.23,21,30.23,4.9,No
ORD-01273,2024-07-13,2024-07,CUS-0375,North West,Online,Electronics,Smart Watch,3,157.53,92,0.1,425.33,276,149.33,3.8,No
ORD-00798,2024-07-13,2024-07,CUS-0134,Midlands,Store,Electronics,Bluetooth Speaker,4,64.42,34,0.05,244.8,136,108.8,3.5,No
ORD-00586,2024-07-15,2024-07,CUS-0571,London,Online,Fashion,Winter Jacket,4,92.95,46,0,371.8,184,187.8,4.2,Yes
ORD-00285,2024-07-15,2024-07,CUS-0025,North West,Store,Home,Air Fryer,4,114.17,69,0.15,388.18,276,112.18,4.2,No
ORD-01655,2024-07-16,2024-07,CUS-0544,London,Store,Books,Data Analytics Handbook,3,41.39,14,0,124.17,42,82.17,4.1,No
ORD-01727,2024-07-17,2024-07,CUS-0148,South East,Online,Electronics,Smart Watch,3,163.44,92,0,490.32,276,214.32,5,No
ORD-00498,2024-07-17,2024-07,CUS-0346,South West,Online,Sports,Fitness Tracker,1,53.87,27,0,53.87,27,26.87,4.3,No
ORD-00145,2024-07-17,2024-07,CUS-0436,North West,Online,Beauty,Skin Care Set,4,42.84,18,0.15,145.66,72,73.66,3.8,No
ORD-00446,2024-07-18,2024-07,CUS-0466,North East,Marketplace,Electronics,Wireless Headphones,5,92.18,48,0,460.9,240,220.9,4.3,No
ORD-01529,2024-07-18,2024-07,CUS-0060,South East,Store,Books,Business Intelligence Guide,3,34.8,12,0.2,83.52,36,47.52,5,No
ORD-00522,2024-07-19,2024-07,CUS-0610,Scotland,Online,Home,Desk Lamp,3,34.52,17,0,103.56,51,52.56,3.5,No
ORD-00776,2024-07-19,2024-07,CUS-0102,South East,Online,Home,Air Fryer,2,118.81,69,0.15,201.98,138,63.98,3.9,No
ORD-00946,2024-07-20,2024-07,CUS-0372,South East,Marketplace,Beauty,Skin Care Set,4,43.92,18,0,175.68,72,103.68,4.6,No
ORD-01229,2024-07-21,2024-07,CUS-0026,North West,Store,Sports,Running Shoes,2,81.93,38,0.15,139.28,76,63.28,3.6,No
ORD-01366,2024-07-21,2024-07,CUS-0220,London,Online,Home,Air Fryer,2,120.62,69,0.15,205.05,138,67.05,3.7,Yes
ORD-01215,2024-07-21,2024-07,CUS-0229,London,Store,Fashion,Classic Trainers,4,72.54,32,0,290.16,128,162.16,4.4,No
ORD-00120,2024-07-22,2024-07,CUS-0182,North East,Online,Home,Desk Lamp,5,35.7,17,0,178.5,85,93.5,3.8,No
ORD-01246,2024-07-22,2024-07,CUS-0390,North West,Marketplace,Beauty,Skin Care Set,1,45.29,18,0.1,40.76,18,22.76,4.6,No
ORD-00821,2024-07-22,2024-07,CUS-0540,South West,Online,Electronics,Smart Watch,4,166.07,92,0.1,597.85,368,229.85,3.3,No
ORD-00294,2024-07-22,2024-07,CUS-0357,London,Online,Books,Data Analytics Handbook,4,40.96,14,0.15,139.26,56,83.26,4.2,No
ORD-00641,2024-07-23,2024-07,CUS-0212,Scotland,Marketplace,Electronics,Wireless Headphones,5,88.24,48,0,441.2,240,201.2,3.6,No
ORD-01261,2024-07-23,2024-07,CUS-0312,Midlands,Store,Sports,Yoga Mat,4,29.28,12,0,117.12,48,69.12,4,No
ORD-00318,2024-07-23,2024-07,CUS-0342,Wales,Marketplace,Electronics,Wireless Headphones,4,92.98,48,0.1,334.73,192,142.73,4.6,No
ORD-01377,2024-07-23,2024-07,CUS-0167,North East,Store,Beauty,Hair Dryer,5,61.69,29,0.05,293.03,145,148.03,4.2,No
ORD-00875,2024-07-24,2024-07,CUS-0058,South East,Marketplace,Sports,Fitness Tracker,4,57.3,27,0,229.2,108,121.2,4.7,No
ORD-00106,2024-07-25,2024-07,CUS-0507,Scotland,Marketplace,Books,Business Intelligence Guide,4,36.37,12,0,145.48,48,97.48,3.5,No
ORD-00644,2024-07-25,2024-07,CUS-0392,North East,Marketplace,Fashion,Winter Jacket,1,94.77,46,0.2,75.82,46,29.82,3.5,No
ORD-01344,2024-07-26,2024-07,CUS-0574,North West,Store,Fashion,Winter Jacket,4,96.63,46,0.1,347.87,184,163.87,4.2,No
ORD-01768,2024-07-26,2024-07,CUS-0378,London,Marketplace,Home,Coffee Maker,5,78.47,41,0.15,333.5,205,128.5,4,No
ORD-00484,2024-07-26,2024-07,CUS-0509,South East,Store,Beauty,Hair Dryer,1,62.11,29,0.1,55.9,29,26.9,4.1,No
ORD-00977,2024-07-26,2024-07,CUS-0335,South West,Marketplace,Sports,Fitness Tracker,1,54.48,27,0.15,46.31,27,19.31,4.6,Yes
ORD-00232,2024-07-26,2024-07,CUS-0385,Midlands,Store,Sports,Fitness Tracker,1,55.66,27,0,55.66,27,28.66,3.8,No
ORD-01112,2024-07-26,2024-07,CUS-0559,South East,Online,Fashion,Winter Jacket,3,94.84,46,0.15,241.84,138,103.84,4.2,No
ORD-00133,2024-07-27,2024-07,CUS-0577,Wales,Store,Fashion,Winter Jacket,4,98.36,46,0.05,373.77,184,189.77,4.7,No
ORD-00796,2024-07-27,2024-07,CUS-0501,Wales,Online,Sports,Running Shoes,4,76.59,38,0.1,275.72,152,123.72,4.6,No
ORD-00787,2024-07-28,2024-07,CUS-0078,North East,Online,Books,Business Intelligence Guide,5,35.34,12,0.2,141.36,60,81.36,5,No
ORD-00185,2024-07-28,2024-07,CUS-0256,South West,Online,Home,Desk Lamp,2,36.6,17,0.15,62.22,34,28.22,4,No
ORD-00701,2024-07-28,2024-07,CUS-0395,Midlands,Store,Fashion,Winter Jacket,5,98.89,46,0.05,469.73,230,239.73,4.6,No
ORD-01357,2024-07-28,2024-07,CUS-0510,South West,Store,Books,Data Analytics Handbook,4,38.74,14,0,154.96,56,98.96,4.8,No
ORD-01535,2024-07-29,2024-07,CUS-0060,North East,Store,Books,Business Intelligence Guide,3,35.7,12,0.15,91.04,36,55.04,4.4,No
ORD-00655,2024-07-29,2024-07,CUS-0489,North West,Online,Sports,Yoga Mat,2,31.29,12,0,62.58,24,38.58,4.7,No
ORD-01530,2024-07-30,2024-07,CUS-0379,Midlands,Online,Home,Coffee Maker,5,77.14,41,0.1,347.13,205,142.13,4,No
ORD-01242,2024-07-31,2024-07,CUS-0184,North East,Online,Sports,Fitness Tracker,2,53.47,27,0,106.94,54,52.94,3.9,No
ORD-00492,2024-07-31,2024-07,CUS-0305,Midlands,Marketplace,Beauty,Skin Care Set,4,43.91,18,0,175.64,72,103.64,4.2,No
ORD-00072,2024-07-31,2024-07,CUS-0181,London,Store,Sports,Yoga Mat,4,29.41,12,0.05,111.76,48,63.76,4.8,No
ORD-01188,2024-07-31,2024-07,CUS-0444,Scotland,Online,Electronics,Bluetooth Speaker,1,61.85,34,0.05,58.76,34,24.76,3.5,No
ORD-00130,2024-08-01,2024-08,CUS-0164,Midlands,Marketplace,Home,Air Fryer,1,116.03,69,0.05,110.23,69,41.23,4.4,No
ORD-00676,2024-08-01,2024-08,CUS-0280,North West,Marketplace,Books,Business Intelligence Guide,4,36.42,12,0.1,131.11,48,83.11,3.9,No
ORD-01533,2024-08-02,2024-08,CUS-0433,Midlands,Store,Sports,Running Shoes,1,82.74,38,0.1,74.47,38,36.47,4.4,No
ORD-01448,2024-08-02,2024-08,CUS-0477,Scotland,Marketplace,Electronics,Bluetooth Speaker,2,65.47,34,0.2,104.75,68,36.75,3.5,No
ORD-01412,2024-08-02,2024-08,CUS-0453,London,Marketplace,Home,Desk Lamp,4,36.25,17,0.1,130.5,68,62.5,4.7,No
ORD-01748,2024-08-02,2024-08,CUS-0240,North East,Online,Fashion,Backpack,4,49.49,21,0.05,188.06,84,104.06,4.7,No
ORD-00612,2024-08-04,2024-08,CUS-0119,London,Store,Electronics,Smart Watch,1,161.42,92,0.1,145.28,92,53.28,4.6,No
ORD-01274,2024-08-05,2024-08,CUS-0322,South West,Store,Electronics,Bluetooth Speaker,2,64.65,34,0.1,116.37,68,48.37,3.4,No
ORD-00069,2024-08-05,2024-08,CUS-0355,Midlands,Online,Home,Desk Lamp,4,33.53,17,0.15,114,68,46,3.6,No
ORD-01467,2024-08-05,2024-08,CUS-0155,South East,Store,Fashion,Backpack,1,48.65,21,0.2,38.92,21,17.92,4.8,No
ORD-01124,2024-08-06,2024-08,CUS-0082,London,Online,Home,Desk Lamp,4,33.53,17,0.1,120.71,68,52.71,4.3,No
ORD-01103,2024-08-07,2024-08,CUS-0125,North East,Online,Beauty,Skin Care Set,5,43.74,18,0,218.7,90,128.7,4.1,No
ORD-00727,2024-08-07,2024-08,CUS-0171,South West,Online,Beauty,Skin Care Set,2,45.41,18,0.05,86.28,36,50.28,5,No
ORD-01213,2024-08-08,2024-08,CUS-0016,Wales,Marketplace,Fashion,Backpack,5,49.11,21,0.15,208.72,105,103.72,3.3,No
ORD-01360,2024-08-08,2024-08,CUS-0244,South West,Online,Sports,Running Shoes,5,83.16,38,0,415.8,190,225.8,3.8,No
ORD-00638,2024-08-08,2024-08,CUS-0202,Scotland,Store,Sports,Running Shoes,4,79.02,38,0.05,300.28,152,148.28,3.8,No
ORD-00920,2024-08-08,2024-08,CUS-0143,Midlands,Marketplace,Electronics,Smart Watch,5,163.13,92,0,815.65,460,355.65,4.5,No
ORD-01680,2024-08-08,2024-08,CUS-0327,North East,Marketplace,Home,Coffee Maker,3,77.02,41,0,231.06,123,108.06,5,No
ORD-01633,2024-08-08,2024-08,CUS-0044,South West,Store,Electronics,Smart Watch,4,156.78,92,0.15,533.05,368,165.05,5,Yes
ORD-01327,2024-08-08,2024-08,CUS-0418,South East,Online,Electronics,Bluetooth Speaker,2,65.55,34,0.05,124.54,68,56.54,4,No
ORD-00904,2024-08-09,2024-08,CUS-0620,South East,Marketplace,Books,Data Analytics Handbook,4,38.49,14,0,153.96,56,97.96,4.8,No
ORD-00659,2024-08-09,2024-08,CUS-0274,North West,Online,Home,Desk Lamp,1,35.39,17,0.05,33.62,17,16.62,3.5,No
ORD-00060,2024-08-10,2024-08,CUS-0026,North West,Online,Books,Business Intelligence Guide,1,35.06,12,0.05,33.31,12,21.31,4.2,No
ORD-01023,2024-08-10,2024-08,CUS-0321,South East,Store,Electronics,Smart Watch,4,158.77,92,0,635.08,368,267.08,5,No
ORD-01524,2024-08-10,2024-08,CUS-0528,North East,Online,Books,Business Intelligence Guide,2,35.04,12,0.2,56.06,24,32.06,4,No
ORD-00595,2024-08-11,2024-08,CUS-0427,Midlands,Online,Sports,Running Shoes,1,81.16,38,0,81.16,38,43.16,3.9,Yes
ORD-01322,2024-08-12,2024-08,CUS-0502,South West,Online,Fashion,Backpack,4,51.16,21,0.2,163.71,84,79.71,4.2,No
ORD-01796,2024-08-12,2024-08,CUS-0073,Midlands,Marketplace,Books,Data Analytics Handbook,1,38.95,14,0.2,31.16,14,17.16,3.9,No
ORD-00151,2024-08-12,2024-08,CUS-0289,South East,Marketplace,Home,Air Fryer,5,116.8,69,0,584,345,239,4.8,No
ORD-00820,2024-08-13,2024-08,CUS-0110,South East,Store,Home,Coffee Maker,2,78.09,41,0.2,124.94,82,42.94,4.9,Yes
ORD-01062,2024-08-14,2024-08,CUS-0482,North East,Store,Beauty,Hair Dryer,5,60.13,29,0,300.65,145,155.65,4.2,No
ORD-00428,2024-08-14,2024-08,CUS-0514,South East,Store,Fashion,Classic Trainers,4,71.35,32,0,285.4,128,157.4,4.7,No
ORD-00527,2024-08-15,2024-08,CUS-0393,Wales,Marketplace,Electronics,Bluetooth Speaker,4,65.48,34,0.2,209.54,136,73.54,4.8,Yes
ORD-01340,2024-08-15,2024-08,CUS-0334,South East,Store,Beauty,Skin Care Set,4,45.95,18,0,183.8,72,111.8,4.8,No
ORD-01145,2024-08-16,2024-08,CUS-0304,London,Store,Books,Data Analytics Handbook,3,40.15,14,0,120.45,42,78.45,5,No
ORD-00735,2024-08-16,2024-08,CUS-0538,Wales,Online,Electronics,Wireless Headphones,3,93.21,48,0.1,251.67,144,107.67,4.7,No
ORD-00152,2024-08-17,2024-08,CUS-0100,North West,Marketplace,Fashion,Classic Trainers,3,73.25,32,0,219.75,96,123.75,4.7,No
ORD-01333,2024-08-17,2024-08,CUS-0052,Scotland,Online,Books,Data Analytics Handbook,5,40.7,14,0.15,172.98,70,102.98,5,Yes
ORD-01460,2024-08-17,2024-08,CUS-0601,South East,Marketplace,Electronics,Smart Watch,3,153.26,92,0.2,367.82,276,91.82,4.3,No
ORD-01618,2024-08-18,2024-08,CUS-0482,London,Marketplace,Electronics,Wireless Headphones,3,87.78,48,0,263.34,144,119.34,4.3,No
ORD-00738,2024-08-18,2024-08,CUS-0041,South West,Marketplace,Home,Air Fryer,4,122.67,69,0,490.68,276,214.68,4.2,No
ORD-00903,2024-08-18,2024-08,CUS-0294,South West,Marketplace,Fashion,Backpack,4,51.07,21,0,204.28,84,120.28,4.1,No
ORD-01248,2024-08-18,2024-08,CUS-0528,Midlands,Marketplace,Home,Coffee Maker,3,72.96,41,0,218.88,123,95.88,4.2,No
ORD-00206,2024-08-18,2024-08,CUS-0454,Wales,Store,Fashion,Winter Jacket,1,93.55,46,0,93.55,46,47.55,3.7,Yes
ORD-00845,2024-08-19,2024-08,CUS-0134,South West,Marketplace,Electronics,Bluetooth Speaker,1,66.21,34,0,66.21,34,32.21,3.8,No
ORD-00344,2024-08-19,2024-08,CUS-0291,North West,Online,Beauty,Skin Care Set,1,44.23,18,0.2,35.38,18,17.38,5,No
ORD-00188,2024-08-20,2024-08,CUS-0419,South West,Store,Home,Coffee Maker,4,74.17,41,0,296.68,164,132.68,5,No
ORD-01732,2024-08-20,2024-08,CUS-0497,London,Online,Sports,Running Shoes,1,83.45,38,0.05,79.28,38,41.28,4.8,No
ORD-01433,2024-08-21,2024-08,CUS-0147,Scotland,Marketplace,Home,Coffee Maker,4,76.26,41,0.05,289.79,164,125.79,3.3,No
ORD-00223,2024-08-21,2024-08,CUS-0195,Wales,Store,Sports,Running Shoes,1,82.88,38,0.2,66.3,38,28.3,4.8,No
ORD-01531,2024-08-22,2024-08,CUS-0226,Midlands,Online,Books,Data Analytics Handbook,4,41.43,14,0.1,149.15,56,93.15,4.6,No
ORD-01044,2024-08-22,2024-08,CUS-0586,South West,Store,Books,Data Analytics Handbook,1,40.86,14,0,40.86,14,26.86,3.5,No
ORD-00427,2024-08-23,2024-08,CUS-0588,Scotland,Store,Fashion,Classic Trainers,1,71.57,32,0.05,67.99,32,35.99,3.5,No
ORD-00564,2024-08-23,2024-08,CUS-0171,Scotland,Store,Sports,Yoga Mat,1,29.85,12,0.05,28.36,12,16.36,5,No
ORD-01258,2024-08-23,2024-08,CUS-0269,Scotland,Store,Home,Desk Lamp,2,34.84,17,0.2,55.74,34,21.74,3.6,No
ORD-01108,2024-08-23,2024-08,CUS-0219,Midlands,Marketplace,Home,Desk Lamp,5,35.11,17,0,175.55,85,90.55,4.6,No
ORD-01309,2024-08-23,2024-08,CUS-0397,Scotland,Marketplace,Sports,Yoga Mat,5,28.5,12,0.05,135.38,60,75.38,3.5,No
ORD-01167,2024-08-23,2024-08,CUS-0170,South East,Online,Fashion,Winter Jacket,3,95.14,46,0,285.42,138,147.42,4.2,No
ORD-00449,2024-08-23,2024-08,CUS-0043,North East,Marketplace,Sports,Yoga Mat,2,30.74,12,0,61.48,24,37.48,5,No
ORD-00817,2024-08-24,2024-08,CUS-0469,Scotland,Store,Electronics,Smart Watch,2,154.86,92,0.15,263.26,184,79.26,4.7,No
ORD-00482,2024-08-24,2024-08,CUS-0063,South West,Store,Electronics,Wireless Headphones,1,88.4,48,0,88.4,48,40.4,4.3,No
ORD-00572,2024-08-24,2024-08,CUS-0114,South East,Store,Sports,Yoga Mat,4,29.84,12,0,119.36,48,71.36,4.6,No
ORD-01755,2024-08-25,2024-08,CUS-0095,North East,Marketplace,Home,Coffee Maker,2,72.67,41,0.05,138.07,82,56.07,5,No
ORD-01177,2024-08-26,2024-08,CUS-0513,Wales,Online,Electronics,Smart Watch,1,163.45,92,0.15,138.93,92,46.93,3.5,No
ORD-01020,2024-08-26,2024-08,CUS-0106,Scotland,Marketplace,Books,Business Intelligence Guide,3,36.27,12,0,108.81,36,72.81,3.6,No
ORD-01663,2024-08-26,2024-08,CUS-0087,North West,Store,Beauty,Hair Dryer,3,60.05,29,0,180.15,87,93.15,3.5,No
ORD-00909,2024-08-27,2024-08,CUS-0289,South East,Online,Home,Desk Lamp,5,35.37,17,0.1,159.17,85,74.17,4.9,No
ORD-00512,2024-08-27,2024-08,CUS-0048,Scotland,Marketplace,Sports,Yoga Mat,2,30.34,12,0.1,54.61,24,30.61,3.8,No
ORD-01407,2024-08-28,2024-08,CUS-0201,Scotland,Marketplace,Sports,Running Shoes,4,77.23,38,0.15,262.58,152,110.58,3.5,No
ORD-00370,2024-08-28,2024-08,CUS-0226,Scotland,Online,Fashion,Winter Jacket,4,94.38,46,0.05,358.64,184,174.64,3.8,No
ORD-00062,2024-08-28,2024-08,CUS-0144,Midlands,Marketplace,Books,Data Analytics Handbook,1,40.81,14,0.2,32.65,14,18.65,5,No
ORD-01125,2024-08-28,2024-08,CUS-0326,North East,Store,Sports,Running Shoes,2,83.03,38,0.05,157.76,76,81.76,4.7,No
ORD-00630,2024-08-29,2024-08,CUS-0023,London,Online,Beauty,Hair Dryer,5,60.76,29,0.1,273.42,145,128.42,4,No
ORD-01138,2024-08-30,2024-08,CUS-0239,Scotland,Online,Beauty,Skin Care Set,1,44.32,18,0.05,42.1,18,24.1,3.4,No
ORD-00510,2024-08-30,2024-08,CUS-0019,Midlands,Marketplace,Books,Business Intelligence Guide,5,35.98,12,0.1,161.91,60,101.91,4.3,No
ORD-00550,2024-08-31,2024-08,CUS-0502,Wales,Store,Books,Data Analytics Handbook,3,41.64,14,0,124.92,42,82.92,3.4,No
ORD-01247,2024-09-01,2024-09,CUS-0330,Wales,Store,Sports,Yoga Mat,4,30.62,12,0,122.48,48,74.48,4,No
ORD-00377,2024-09-01,2024-09,CUS-0609,London,Store,Sports,Yoga Mat,3,29.05,12,0.2,69.72,36,33.72,4.9,No
ORD-01162,2024-09-01,2024-09,CUS-0605,Scotland,Store,Beauty,Skin Care Set,3,43.74,18,0.2,104.98,54,50.98,3.4,No
ORD-00296,2024-09-02,2024-09,CUS-0126,South East,Online,Sports,Running Shoes,2,76.4,38,0.2,122.24,76,46.24,3.4,No
ORD-01339,2024-09-02,2024-09,CUS-0198,Scotland,Store,Fashion,Backpack,4,51.14,21,0,204.56,84,120.56,4.9,Yes
